item,itemLabel
http://www.wikidata.org/entity/Q60776,Annalong
http://www.wikidata.org/entity/Q62427,Shirenewton
http://www.wikidata.org/entity/Q62429,Tynewydd
http://www.wikidata.org/entity/Q62436,Trelew
http://www.wikidata.org/entity/Q75127,Ballymartin
http://www.wikidata.org/entity/Q75129,Kinallen
http://www.wikidata.org/entity/Q75131,Lurganville
http://www.wikidata.org/entity/Q75133,Gibson's Hill
http://www.wikidata.org/entity/Q75166,Dromara
http://www.wikidata.org/entity/Q75180,Portavogie
http://www.wikidata.org/entity/Q75192,Donaghcloney
http://www.wikidata.org/entity/Q77637,Bampton
http://www.wikidata.org/entity/Q82418,Great Haywood
http://www.wikidata.org/entity/Q82640,Roos
http://www.wikidata.org/entity/Q84095,Ballymacmaine
http://www.wikidata.org/entity/Q84096,Ballylesson
http://www.wikidata.org/entity/Q84097,Conlig
http://www.wikidata.org/entity/Q84098,Moneyreagh
http://www.wikidata.org/entity/Q84099,Bleary
http://www.wikidata.org/entity/Q84100,Annaclone
http://www.wikidata.org/entity/Q84101,Drumaness
http://www.wikidata.org/entity/Q84103,Magheralin
http://www.wikidata.org/entity/Q93671,Burnsall
http://www.wikidata.org/entity/Q113365,Tamerton Foliot
http://www.wikidata.org/entity/Q114530,Ludgvan
http://www.wikidata.org/entity/Q116416,Ballynahatty
http://www.wikidata.org/entity/Q116420,Moneyslane
http://www.wikidata.org/entity/Q116615,Magheraconluce
http://www.wikidata.org/entity/Q116618,Ballyskeagh
http://www.wikidata.org/entity/Q116762,Mayobridge
http://www.wikidata.org/entity/Q116767,Crawfordsburn
http://www.wikidata.org/entity/Q116772,Ballygowan
http://www.wikidata.org/entity/Q117813,Galgate
http://www.wikidata.org/entity/Q122313,Shortlands
http://www.wikidata.org/entity/Q122322,Keston
http://www.wikidata.org/entity/Q122353,Greasby
http://www.wikidata.org/entity/Q122384,Pratt's Bottom
http://www.wikidata.org/entity/Q122953,Corbridge
http://www.wikidata.org/entity/Q123229,Farnborough
http://www.wikidata.org/entity/Q123605,Chelsfield
http://www.wikidata.org/entity/Q124012,Green Street Green
http://www.wikidata.org/entity/Q124024,Cudham
http://www.wikidata.org/entity/Q124640,Kinloch Rannoch
http://www.wikidata.org/entity/Q125344,Downe
http://www.wikidata.org/entity/Q125781,Chrishall
http://www.wikidata.org/entity/Q125800,Tilty
http://www.wikidata.org/entity/Q125804,Stebbing
http://www.wikidata.org/entity/Q126525,Little Bardfield
http://www.wikidata.org/entity/Q126573,Great Hallingbury
http://www.wikidata.org/entity/Q126579,Stansted Mountfitchet
http://www.wikidata.org/entity/Q126588,Lindsell
http://www.wikidata.org/entity/Q127517,Withermarsh Green
http://www.wikidata.org/entity/Q135041,Scarva
http://www.wikidata.org/entity/Q135043,Ravernet
http://www.wikidata.org/entity/Q135045,Tullylish
http://www.wikidata.org/entity/Q135047,Groomsport
http://www.wikidata.org/entity/Q135049,Greyabbey
http://www.wikidata.org/entity/Q135441,Monteith
http://www.wikidata.org/entity/Q135444,Millisle
http://www.wikidata.org/entity/Q135516,Edenderry
http://www.wikidata.org/entity/Q149532,Strangford
http://www.wikidata.org/entity/Q149542,Annahilt
http://www.wikidata.org/entity/Q149546,Moira
http://www.wikidata.org/entity/Q149551,Seahill
http://www.wikidata.org/entity/Q149555,Drumbeg
http://www.wikidata.org/entity/Q149559,Waringstown
http://www.wikidata.org/entity/Q149564,Loughbrickland
http://www.wikidata.org/entity/Q149569,Ballywalter
http://www.wikidata.org/entity/Q150201,Arkley
http://www.wikidata.org/entity/Q152145,Hayton
http://www.wikidata.org/entity/Q158917,Elmdon
http://www.wikidata.org/entity/Q158921,Clavering
http://www.wikidata.org/entity/Q158962,Littlebury
http://www.wikidata.org/entity/Q158964,Great Easton
http://www.wikidata.org/entity/Q170126,Drumlough
http://www.wikidata.org/entity/Q170129,Corbet
http://www.wikidata.org/entity/Q170133,Clough
http://www.wikidata.org/entity/Q170136,Ballylough
http://www.wikidata.org/entity/Q170141,Loughinisland
http://www.wikidata.org/entity/Q170271,Cloghy
http://www.wikidata.org/entity/Q170278,Killough
http://www.wikidata.org/entity/Q170281,Mazetown
http://www.wikidata.org/entity/Q170529,Poyntzpass
http://www.wikidata.org/entity/Q173933,Ravenglass
http://www.wikidata.org/entity/Q180356,Broadway
http://www.wikidata.org/entity/Q181821,Hethersett
http://www.wikidata.org/entity/Q186954,Beaulieu
http://www.wikidata.org/entity/Q188020,Dunwich
http://www.wikidata.org/entity/Q189654,Zennor
http://www.wikidata.org/entity/Q202331,Portreath
http://www.wikidata.org/entity/Q203953,Douglastown
http://www.wikidata.org/entity/Q205095,Killinchy
http://www.wikidata.org/entity/Q205098,Kilcoo
http://www.wikidata.org/entity/Q205099,Killowen
http://www.wikidata.org/entity/Q205103,Dunnaval
http://www.wikidata.org/entity/Q205107,Burren
http://www.wikidata.org/entity/Q205207,Helen's Bay
http://www.wikidata.org/entity/Q205313,Drumbo
http://www.wikidata.org/entity/Q205448,Kilmaurs
http://www.wikidata.org/entity/Q206547,Pennan
http://www.wikidata.org/entity/Q211892,Kilcreggan
http://www.wikidata.org/entity/Q211904,Arden
http://www.wikidata.org/entity/Q212088,Cardross
http://www.wikidata.org/entity/Q212090,Tayinloan
http://www.wikidata.org/entity/Q213377,Rosneath
http://www.wikidata.org/entity/Q219427,Rhu
http://www.wikidata.org/entity/Q219509,Saddell
http://www.wikidata.org/entity/Q232597,Lurganare
http://www.wikidata.org/entity/Q232723,Hilltown
http://www.wikidata.org/entity/Q232805,Kircubbin
http://www.wikidata.org/entity/Q233539,Killyleagh
http://www.wikidata.org/entity/Q239193,Kirkliston
http://www.wikidata.org/entity/Q254284,Old Woodhall
http://www.wikidata.org/entity/Q255750,Upham
http://www.wikidata.org/entity/Q256243,Maisemore
http://www.wikidata.org/entity/Q257034,Kemble
http://www.wikidata.org/entity/Q258304,Satron
http://www.wikidata.org/entity/Q258642,Aldermaston
http://www.wikidata.org/entity/Q258665,Rhigos
http://www.wikidata.org/entity/Q259967,Beningbrough
http://www.wikidata.org/entity/Q260259,Huntington
http://www.wikidata.org/entity/Q260443,Sneaton
http://www.wikidata.org/entity/Q261791,Acton
http://www.wikidata.org/entity/Q261874,Aconbury
http://www.wikidata.org/entity/Q262388,New Haw
http://www.wikidata.org/entity/Q262514,Brilley
http://www.wikidata.org/entity/Q264633,Freeby
http://www.wikidata.org/entity/Q264693,Waters Upton
http://www.wikidata.org/entity/Q265598,Brockhampton
http://www.wikidata.org/entity/Q265678,Shepway
http://www.wikidata.org/entity/Q265742,Bovinger
http://www.wikidata.org/entity/Q266515,Salhouse
http://www.wikidata.org/entity/Q266981,Croft
http://www.wikidata.org/entity/Q268367,Cwmllynfell
http://www.wikidata.org/entity/Q268394,Lach Dennis
http://www.wikidata.org/entity/Q268602,Camblesforth
http://www.wikidata.org/entity/Q268642,Crackington Haven
http://www.wikidata.org/entity/Q269255,Ousden
http://www.wikidata.org/entity/Q277053,Cairndow
http://www.wikidata.org/entity/Q277972,Ballingdon
http://www.wikidata.org/entity/Q279220,Stutton
http://www.wikidata.org/entity/Q280623,Stanton in Peak
http://www.wikidata.org/entity/Q280961,Standon
http://www.wikidata.org/entity/Q281188,Lonmay
http://www.wikidata.org/entity/Q281491,Lackenby
http://www.wikidata.org/entity/Q282073,West Wemyss
http://www.wikidata.org/entity/Q283574,Aston juxta Mondrum
http://www.wikidata.org/entity/Q283645,Withyham
http://www.wikidata.org/entity/Q284743,Croscombe
http://www.wikidata.org/entity/Q285412,Llithfaen
http://www.wikidata.org/entity/Q285555,Worth Matravers
http://www.wikidata.org/entity/Q285778,Datchet
http://www.wikidata.org/entity/Q289011,Wreningham
http://www.wikidata.org/entity/Q289045,Doveridge
http://www.wikidata.org/entity/Q289775,Deene
http://www.wikidata.org/entity/Q301445,Sopworth
http://www.wikidata.org/entity/Q301471,Little Chishill
http://www.wikidata.org/entity/Q301744,Badlesmere
http://www.wikidata.org/entity/Q301948,Boxley
http://www.wikidata.org/entity/Q302200,Langton Herring
http://www.wikidata.org/entity/Q302389,Sulgrave
http://www.wikidata.org/entity/Q302496,Carmel
http://www.wikidata.org/entity/Q302598,Chilton Foliat
http://www.wikidata.org/entity/Q302613,Stoke Poges
http://www.wikidata.org/entity/Q302872,Treorchy
http://www.wikidata.org/entity/Q303161,Boosbeck
http://www.wikidata.org/entity/Q303243,Barrowford
http://www.wikidata.org/entity/Q303559,Honeybourne
http://www.wikidata.org/entity/Q304034,Beeston
http://www.wikidata.org/entity/Q304218,Kessingland
http://www.wikidata.org/entity/Q304424,Bawsey
http://www.wikidata.org/entity/Q304813,Foxearth
http://www.wikidata.org/entity/Q305008,Morvah
http://www.wikidata.org/entity/Q305230,Mixbury
http://www.wikidata.org/entity/Q305370,North Ormsby
http://www.wikidata.org/entity/Q305375,Noke
http://www.wikidata.org/entity/Q306453,Abbeystead
http://www.wikidata.org/entity/Q306685,Abbotsbury
http://www.wikidata.org/entity/Q319299,Aberargie
http://www.wikidata.org/entity/Q319536,Aberdyfi
http://www.wikidata.org/entity/Q319538,Abererch
http://www.wikidata.org/entity/Q319576,Aberffraw
http://www.wikidata.org/entity/Q319672,Aberporth
http://www.wikidata.org/entity/Q319710,Abersoch
http://www.wikidata.org/entity/Q323196,Aboyne
http://www.wikidata.org/entity/Q325376,Cheddleton
http://www.wikidata.org/entity/Q326831,Aldborough
http://www.wikidata.org/entity/Q327300,Blakeney
http://www.wikidata.org/entity/Q332912,Sidestrand
http://www.wikidata.org/entity/Q338093,Ware
http://www.wikidata.org/entity/Q338140,Coniston
http://www.wikidata.org/entity/Q339226,Silverstone
http://www.wikidata.org/entity/Q339867,Little Ponton
http://www.wikidata.org/entity/Q339871,Oxenholme
http://www.wikidata.org/entity/Q344387,Acton
http://www.wikidata.org/entity/Q349132,Barton Turf
http://www.wikidata.org/entity/Q349156,Binham
http://www.wikidata.org/entity/Q349489,Ashmanhaugh
http://www.wikidata.org/entity/Q352863,Adderbury
http://www.wikidata.org/entity/Q358740,Admington
http://www.wikidata.org/entity/Q366067,Cotterstock
http://www.wikidata.org/entity/Q366623,Keyworth
http://www.wikidata.org/entity/Q367320,Mealista
http://www.wikidata.org/entity/Q367371,Heversham
http://www.wikidata.org/entity/Q367884,Woodhouse Eaves
http://www.wikidata.org/entity/Q370592,Birstall
http://www.wikidata.org/entity/Q371472,Achahoish
http://www.wikidata.org/entity/Q371581,Hardwick
http://www.wikidata.org/entity/Q372072,Burgh on Bain
http://www.wikidata.org/entity/Q372195,Credenhill
http://www.wikidata.org/entity/Q372213,Manton
http://www.wikidata.org/entity/Q374880,Parkham
http://www.wikidata.org/entity/Q478218,Treforest
http://www.wikidata.org/entity/Q482367,Macosquin
http://www.wikidata.org/entity/Q482369,Ardmore
http://www.wikidata.org/entity/Q482371,Glenone
http://www.wikidata.org/entity/Q482372,Lettershendoney
http://www.wikidata.org/entity/Q482373,Derrynaflaw
http://www.wikidata.org/entity/Q482374,Desertmartin
http://www.wikidata.org/entity/Q482375,Ardgarvan
http://www.wikidata.org/entity/Q482376,Upperlands
http://www.wikidata.org/entity/Q489551,Twynholm
http://www.wikidata.org/entity/Q494155,Dalton
http://www.wikidata.org/entity/Q496395,Skipness
http://www.wikidata.org/entity/Q499351,Bentley
http://www.wikidata.org/entity/Q499886,Taynuilt
http://www.wikidata.org/entity/Q499893,Muasdale
http://www.wikidata.org/entity/Q507516,Withersfield
http://www.wikidata.org/entity/Q507607,Ipsden
http://www.wikidata.org/entity/Q511380,Coombes
http://www.wikidata.org/entity/Q512078,Semington
http://www.wikidata.org/entity/Q512408,Kingstone
http://www.wikidata.org/entity/Q513803,Balmirmer
http://www.wikidata.org/entity/Q515476,Uig
http://www.wikidata.org/entity/Q516340,Tupton
http://www.wikidata.org/entity/Q516902,St Teath
http://www.wikidata.org/entity/Q517315,Altarnun
http://www.wikidata.org/entity/Q517510,Sutton Bassett
http://www.wikidata.org/entity/Q518080,West Meon
http://www.wikidata.org/entity/Q518681,Paythorne
http://www.wikidata.org/entity/Q519215,Johnston
http://www.wikidata.org/entity/Q519234,Welcombe
http://www.wikidata.org/entity/Q519687,Kingsbury
http://www.wikidata.org/entity/Q519750,Mortehoe
http://www.wikidata.org/entity/Q521882,Hill Croome
http://www.wikidata.org/entity/Q521984,Ashampstead
http://www.wikidata.org/entity/Q522398,Kimbolton
http://www.wikidata.org/entity/Q523651,St Mary Hoo
http://www.wikidata.org/entity/Q524065,Great Clifton
http://www.wikidata.org/entity/Q524798,Molash
http://www.wikidata.org/entity/Q526502,Stonehaugh
http://www.wikidata.org/entity/Q528437,Hazelbury Bryan
http://www.wikidata.org/entity/Q530885,Stoke Gifford
http://www.wikidata.org/entity/Q531102,Rodmell
http://www.wikidata.org/entity/Q532424,Morland
http://www.wikidata.org/entity/Q534730,Rock
http://www.wikidata.org/entity/Q535845,Colton
http://www.wikidata.org/entity/Q537555,Stanwick
http://www.wikidata.org/entity/Q537875,Preston
http://www.wikidata.org/entity/Q539724,Cerne Abbas
http://www.wikidata.org/entity/Q540088,Yelverton
http://www.wikidata.org/entity/Q541183,Polstead
http://www.wikidata.org/entity/Q542671,Woolacombe
http://www.wikidata.org/entity/Q543013,North Molton
http://www.wikidata.org/entity/Q544713,South Side
http://www.wikidata.org/entity/Q544903,Bowmanstead
http://www.wikidata.org/entity/Q545862,Rostherne
http://www.wikidata.org/entity/Q545997,Bowling Green
http://www.wikidata.org/entity/Q546163,Aldbury
http://www.wikidata.org/entity/Q546248,Princethorpe
http://www.wikidata.org/entity/Q546711,Wimblington
http://www.wikidata.org/entity/Q547014,Killerby
http://www.wikidata.org/entity/Q547050,Priestweston
http://www.wikidata.org/entity/Q547166,Castle Donington
http://www.wikidata.org/entity/Q547343,Aley Green
http://www.wikidata.org/entity/Q547475,Causey Park Bridge
http://www.wikidata.org/entity/Q547492,Stockbridge
http://www.wikidata.org/entity/Q547689,White Colne
http://www.wikidata.org/entity/Q548268,Brockworth
http://www.wikidata.org/entity/Q548588,Cheddington
http://www.wikidata.org/entity/Q549078,Boxgrove
http://www.wikidata.org/entity/Q549572,Wyre Piddle
http://www.wikidata.org/entity/Q549710,Ickworth
http://www.wikidata.org/entity/Q550013,Newton Arlosh
http://www.wikidata.org/entity/Q550253,Hemley
http://www.wikidata.org/entity/Q550481,Scotforth
http://www.wikidata.org/entity/Q550503,Ogbourne St George
http://www.wikidata.org/entity/Q553810,Airton
http://www.wikidata.org/entity/Q567841,Sapperton
http://www.wikidata.org/entity/Q568114,Wyke Regis
http://www.wikidata.org/entity/Q569245,South Normanton
http://www.wikidata.org/entity/Q569865,Marston Montgomery
http://www.wikidata.org/entity/Q569891,Longmoor
http://www.wikidata.org/entity/Q569922,Castleside
http://www.wikidata.org/entity/Q569969,Stone Cross
http://www.wikidata.org/entity/Q570343,Orton
http://www.wikidata.org/entity/Q570367,Ackton
http://www.wikidata.org/entity/Q570388,Mappowder
http://www.wikidata.org/entity/Q570713,Trematon
http://www.wikidata.org/entity/Q570823,Brook
http://www.wikidata.org/entity/Q570839,Greysouthen
http://www.wikidata.org/entity/Q570955,Hollowell
http://www.wikidata.org/entity/Q571232,Saxondale
http://www.wikidata.org/entity/Q571601,Dairsie
http://www.wikidata.org/entity/Q572027,Hemlington
http://www.wikidata.org/entity/Q572369,Kirkheaton
http://www.wikidata.org/entity/Q572416,Lytchett Matravers
http://www.wikidata.org/entity/Q573041,Trimdon Colliery
http://www.wikidata.org/entity/Q573071,Dumbleton
http://www.wikidata.org/entity/Q574397,Torksey
http://www.wikidata.org/entity/Q574845,Ballerin
http://www.wikidata.org/entity/Q574848,Ballyrashane
http://www.wikidata.org/entity/Q610285,Colney Heath
http://www.wikidata.org/entity/Q610477,Luxley
http://www.wikidata.org/entity/Q610691,Wragby
http://www.wikidata.org/entity/Q611065,Farington
http://www.wikidata.org/entity/Q611355,Roberttown
http://www.wikidata.org/entity/Q611499,Broxfield
http://www.wikidata.org/entity/Q611570,Bushmills
http://www.wikidata.org/entity/Q611622,Laneshaw Bridge
http://www.wikidata.org/entity/Q611667,Melplash
http://www.wikidata.org/entity/Q611674,Botallack
http://www.wikidata.org/entity/Q611732,Brampton
http://www.wikidata.org/entity/Q611747,Ascog
http://www.wikidata.org/entity/Q611992,Byards Leap
http://www.wikidata.org/entity/Q612327,Weston in Gordano
http://www.wikidata.org/entity/Q612461,Stowell
http://www.wikidata.org/entity/Q612624,Farnham Common
http://www.wikidata.org/entity/Q612797,Fornham All Saints
http://www.wikidata.org/entity/Q613130,Benderloch
http://www.wikidata.org/entity/Q613226,Aughton
http://www.wikidata.org/entity/Q613289,Coleford
http://www.wikidata.org/entity/Q613374,Harpur Hill
http://www.wikidata.org/entity/Q614023,Semer
http://www.wikidata.org/entity/Q614159,Chilton Candover
http://www.wikidata.org/entity/Q614616,Newbottle
http://www.wikidata.org/entity/Q614666,Havering-atte-Bower
http://www.wikidata.org/entity/Q614785,Barkers Green
http://www.wikidata.org/entity/Q615065,Hulland Ward
http://www.wikidata.org/entity/Q615366,Apuldram
http://www.wikidata.org/entity/Q615548,Bradstone
http://www.wikidata.org/entity/Q615630,Cornwell
http://www.wikidata.org/entity/Q615756,Lupton
http://www.wikidata.org/entity/Q615956,Griston
http://www.wikidata.org/entity/Q616126,Hook
http://www.wikidata.org/entity/Q616227,Tredington
http://www.wikidata.org/entity/Q616267,Wallington
http://www.wikidata.org/entity/Q616452,Rhosllanerchrugog
http://www.wikidata.org/entity/Q616468,Stow cum Quy
http://www.wikidata.org/entity/Q616577,Burgh St Peter
http://www.wikidata.org/entity/Q616617,Ashe
http://www.wikidata.org/entity/Q616918,Sandsend
http://www.wikidata.org/entity/Q619158,Ballyscullion
http://www.wikidata.org/entity/Q619165,Bellarena
http://www.wikidata.org/entity/Q619172,Campsey
http://www.wikidata.org/entity/Q619178,Killaloo
http://www.wikidata.org/entity/Q619186,Newbuildings
http://www.wikidata.org/entity/Q619264,Castlerock
http://www.wikidata.org/entity/Q619278,Bellaghy
http://www.wikidata.org/entity/Q621563,Appleton Thorn
http://www.wikidata.org/entity/Q628445,Billinghay
http://www.wikidata.org/entity/Q628593,Low Toynton
http://www.wikidata.org/entity/Q628619,Turweston
http://www.wikidata.org/entity/Q628633,Trearddur
http://www.wikidata.org/entity/Q628677,Barham
http://www.wikidata.org/entity/Q628818,East Winch
http://www.wikidata.org/entity/Q629366,Coniston Cold
http://www.wikidata.org/entity/Q629378,Fitz
http://www.wikidata.org/entity/Q629526,Radipole
http://www.wikidata.org/entity/Q629665,Pettaugh
http://www.wikidata.org/entity/Q629786,Wraysbury
http://www.wikidata.org/entity/Q629992,Beetley
http://www.wikidata.org/entity/Q629997,Creaton
http://www.wikidata.org/entity/Q630115,Foulridge
http://www.wikidata.org/entity/Q630442,Tarrant Keyneston
http://www.wikidata.org/entity/Q630872,Turners Puddle
http://www.wikidata.org/entity/Q631246,Chesterton
http://www.wikidata.org/entity/Q631634,Trunch
http://www.wikidata.org/entity/Q632173,Godmersham
http://www.wikidata.org/entity/Q633121,Wicken
http://www.wikidata.org/entity/Q633311,Rescorla
http://www.wikidata.org/entity/Q633445,Huish Champflower
http://www.wikidata.org/entity/Q633595,Burgois
http://www.wikidata.org/entity/Q634061,South Littleton
http://www.wikidata.org/entity/Q634285,Dunnington
http://www.wikidata.org/entity/Q634621,Astley Cross
http://www.wikidata.org/entity/Q635094,Cheriton Bishop
http://www.wikidata.org/entity/Q635169,Caersws
http://www.wikidata.org/entity/Q635247,Stanton
http://www.wikidata.org/entity/Q635398,Drumoak
http://www.wikidata.org/entity/Q635457,Rowde
http://www.wikidata.org/entity/Q635838,Betchworth
http://www.wikidata.org/entity/Q636050,Gussage All Saints
http://www.wikidata.org/entity/Q636158,Bolam
http://www.wikidata.org/entity/Q636320,Thurlaston
http://www.wikidata.org/entity/Q637490,Halwell
http://www.wikidata.org/entity/Q637677,Pattesley
http://www.wikidata.org/entity/Q637711,Chesham Bois
http://www.wikidata.org/entity/Q637891,Lofthouse
http://www.wikidata.org/entity/Q638046,Eaglesham
http://www.wikidata.org/entity/Q638132,Bickerstaffe
http://www.wikidata.org/entity/Q638216,Halton
http://www.wikidata.org/entity/Q638237,Mendham
http://www.wikidata.org/entity/Q638675,Ardboe
http://www.wikidata.org/entity/Q639035,Bockmer End
http://www.wikidata.org/entity/Q639037,Ardentinny
http://www.wikidata.org/entity/Q639249,Crockenhill
http://www.wikidata.org/entity/Q639255,Ardglass
http://www.wikidata.org/entity/Q639353,Priston
http://www.wikidata.org/entity/Q639397,Ardingly
http://www.wikidata.org/entity/Q639675,Pewsey
http://www.wikidata.org/entity/Q639735,Woodnewton
http://www.wikidata.org/entity/Q574851,Artikelly
http://www.wikidata.org/entity/Q574880,Ballymaguigan
http://www.wikidata.org/entity/Q574901,Ballyronan
http://www.wikidata.org/entity/Q574915,Articlave
http://www.wikidata.org/entity/Q575071,Ballykelly
http://www.wikidata.org/entity/Q576423,Stakeford
http://www.wikidata.org/entity/Q576454,Sion Mills
http://www.wikidata.org/entity/Q576488,Nunburnholme
http://www.wikidata.org/entity/Q576519,Old Newton
http://www.wikidata.org/entity/Q576836,Little Malvern
http://www.wikidata.org/entity/Q577218,Thorpe Abbotts
http://www.wikidata.org/entity/Q577385,Rangeworthy
http://www.wikidata.org/entity/Q577480,Helions Bumpstead
http://www.wikidata.org/entity/Q577807,Adlestrop
http://www.wikidata.org/entity/Q577859,Wood Dalling
http://www.wikidata.org/entity/Q578185,Prees
http://www.wikidata.org/entity/Q578209,Chiddingstone
http://www.wikidata.org/entity/Q578322,Winterborne Whitechurch
http://www.wikidata.org/entity/Q578454,Donington
http://www.wikidata.org/entity/Q578545,Lydiard Tregoze
http://www.wikidata.org/entity/Q578630,Alkham
http://www.wikidata.org/entity/Q578750,Rothbury
http://www.wikidata.org/entity/Q578880,Chadwell
http://www.wikidata.org/entity/Q579166,Ruardean Woodside
http://www.wikidata.org/entity/Q579721,Bagley
http://www.wikidata.org/entity/Q579769,Asterby
http://www.wikidata.org/entity/Q579935,Stanpit
http://www.wikidata.org/entity/Q580423,Shackerstone
http://www.wikidata.org/entity/Q581429,Little Bedwyn
http://www.wikidata.org/entity/Q581929,Tilsworth
http://www.wikidata.org/entity/Q582056,Haskayne
http://www.wikidata.org/entity/Q582068,Okeford Fitzpaine
http://www.wikidata.org/entity/Q582157,Hainton
http://www.wikidata.org/entity/Q582315,Bockleton
http://www.wikidata.org/entity/Q582357,Defford
http://www.wikidata.org/entity/Q582478,Mapledurwell
http://www.wikidata.org/entity/Q582689,Barnt Green
http://www.wikidata.org/entity/Q583056,Catcott
http://www.wikidata.org/entity/Q583146,Everthorpe
http://www.wikidata.org/entity/Q583272,Woodborough
http://www.wikidata.org/entity/Q583753,North Sunderland
http://www.wikidata.org/entity/Q583782,Lowca
http://www.wikidata.org/entity/Q584511,Nether Heyford
http://www.wikidata.org/entity/Q585075,Appledore
http://www.wikidata.org/entity/Q585129,Chilton Cantelo
http://www.wikidata.org/entity/Q585161,Upton-by-Chester
http://www.wikidata.org/entity/Q585552,Chillington
http://www.wikidata.org/entity/Q585941,Wentworth
http://www.wikidata.org/entity/Q586039,Towthorpe
http://www.wikidata.org/entity/Q586403,Seavington St Michael
http://www.wikidata.org/entity/Q586414,Chorlton
http://www.wikidata.org/entity/Q586527,High Lane
http://www.wikidata.org/entity/Q586716,Over Silton
http://www.wikidata.org/entity/Q586844,Flexcombe
http://www.wikidata.org/entity/Q587647,Blisland
http://www.wikidata.org/entity/Q587856,South Brent
http://www.wikidata.org/entity/Q588190,Chignall St James
http://www.wikidata.org/entity/Q588293,Sonning
http://www.wikidata.org/entity/Q588684,Harthill
http://www.wikidata.org/entity/Q588718,Woodmansey
http://www.wikidata.org/entity/Q588825,Warden Law
http://www.wikidata.org/entity/Q589217,Malvern Wells
http://www.wikidata.org/entity/Q589226,Drayton
http://www.wikidata.org/entity/Q589577,Heaton
http://www.wikidata.org/entity/Q589687,Chenies
http://www.wikidata.org/entity/Q589867,Finedon
http://www.wikidata.org/entity/Q590063,Wye
http://www.wikidata.org/entity/Q590571,Claverley
http://www.wikidata.org/entity/Q590749,Thornton-on-the-Hill
